product_name,description,category,subcategory,price_value,price_raw,currency,source,seller,location,url,ratings,reviews,source_file,renewable_type,product_type,document_text,summary,doc_id
JDSTAR 10A/20A/30A/40A/50A/60A/80A MPPT Solar Charge Controller 12V 24V 48V Auto Color LCD Display,,solar,charge_controller,2220.0,"₱2,220.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5032408256.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,JDSTAR 10A/20A/30A/40A/50A/60A/80A MPPT Solar Charge Controller 12V 24V 48V Auto Color LCD Display. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 2220.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5032408256.html.,JDSTAR 10A/20A/30A/40A/50A/60A/80A MPPT Solar Charge Controller 12V 24V 48V Auto Color LCD Display.,prod_004379
SRNE MPPT 50A 40A 30A 20A 12V24V Solar Charge Controller Solar Regulator Max 100V PV Input WIFI optional For Gel Le Lithium,,solar,charge_controller,3524.19,"₱3,524.19",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5293774686.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,SRNE MPPT 50A 40A 30A 20A 12V24V Solar Charge Controller Solar Regulator Max 100V PV Input WIFI optional For Gel Le Lithium. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 3524.19. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5293774686.html.,SRNE MPPT 50A 40A 30A 20A 12V24V Solar Charge Controller Solar Regulator Max 100V PV Input WIFI optional For Gel Le Lithium.,prod_004380
BateriaPower20a12v/24V MPPT wireless solar charging controller outdoor portable,,solar,charge_controller,2400.0,"₱2,400.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5373815487.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,BateriaPower20a12v/24V MPPT wireless solar charging controller outdoor portable. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 2400.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5373815487.html.,BateriaPower20a12v/24V MPPT wireless solar charging controller outdoor portable.,prod_004381
12V/24V Embedded MPPT Solar Controller 30A 60A bluetooth / Wifi App Control Le -acid Lithium Battery Regulator for Solar System,,solar,charge_controller,921.24,₱921.24,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5308332579.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,12V/24V Embedded MPPT Solar Controller 30A 60A bluetooth / Wifi App Control Le -acid Lithium Battery Regulator for Solar System. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 921.24. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5308332579.html.,12V/24V Embedded MPPT Solar Controller 30A 60A bluetooth / Wifi App Control Le -acid Lithium Battery Regulator for Solar System.,prod_004382
-7210A MPPT Solar Charge Controller Green Solar Charge Controller Metal Solar Charge Controller 24V/36V/48V/60V/72V Solar Regulator Battery Charger Panel Boost Voltage ModuleNew Year Special,,solar,panel,2953.4,"₱2,953.40",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5401413998.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,-7210A MPPT Solar Charge Controller Green Solar Charge Controller Metal Solar Charge Controller 24V/36V/48V/60V/72V Solar Regulator Battery Charger Panel Boost Voltage ModuleNew Year Special. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 2953.4. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5401413998.html.,-7210A MPPT Solar Charge Controller Green Solar Charge Controller Metal Solar Charge Controller 24V/36V/48V/60V/72V Solar Regulator Battery Charger Panel Boost Voltage ModuleNew Year Special.,prod_004383
"MPPT 4800W 100A/60A Fast Solar Charge Controller Compatible for 12V/24V/36V/48V Auto with Charging, LCD Display & USB Ports,Smart Regulator for Le -Acid LiFePO4 Lithium Battery for Off-Grid RV Home System",,solar,charge_controller,1542.0,"₱1,542.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15435829320.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,"MPPT 4800W 100A/60A Fast Solar Charge Controller Compatible for 12V/24V/36V/48V Auto with Charging, LCD Display & USB Ports,Smart Regulator for Le -Acid LiFePO4 Lithium Battery for Off-Grid RV Home System. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 1542.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15435829320.html.","MPPT 4800W 100A/60A Fast Solar Charge Controller Compatible for 12V/24V/36V/48V Auto with Charging, LCD Display & USB Ports,Smart Regulator for Le -Acid LiFePO4 Lithium Battery for Off-Grid RV Home System.",prod_004384
【Tech Max Store】 MPPT Boost Solar Controller 24V-72V 450W 12V-50V Step-Up Charger For Le Acid/LiFePO4/Lithium,,solar,charge_controller,656.8,₱656.80,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5392464294.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,【Tech Max Store】 MPPT Boost Solar Controller 24V-72V 450W 12V-50V Step-Up Charger For Le Acid/LiFePO4/Lithium. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 656.8. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5392464294.html.,【Tech Max Store】 MPPT Boost Solar Controller 24V-72V 450W 12V-50V Step-Up Charger For Le Acid/LiFePO4/Lithium.,prod_004385
LairtPow LT-1200W MPPT Solar Controller 12V 24V 36V 48V Auto 100V Max Input All Batteries are Compatible and Universal,,solar,charge_controller,1190.0,"₱1,190.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5227689130.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,LairtPow LT-1200W MPPT Solar Controller 12V 24V 36V 48V Auto 100V Max Input All Batteries are Compatible and Universal. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 1190.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5227689130.html.,LairtPow LT-1200W MPPT Solar Controller 12V 24V 36V 48V Auto 100V Max Input All Batteries are Compatible and Universal.,prod_004386
【Latest model】Elejoy MPPT Solar Controller Boost MPPT Solar Charger 24V36V48V60V72V Universal Auto Universal Photovoltaic Controller,,solar,charge_controller,3546.54,"₱3,546.54",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15452239463.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,【Latest model】Elejoy MPPT Solar Controller Boost MPPT Solar Charger 24V36V48V60V72V Universal Auto Universal Photovoltaic Controller. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 3546.54. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15452239463.html.,【Latest model】Elejoy MPPT Solar Controller Boost MPPT Solar Charger 24V36V48V60V72V Universal Auto Universal Photovoltaic Controller.,prod_004387
BOSCA Solar Charge Controller MPPT 12v 24v 40A,,solar,charge_controller,3999.0,"₱3,999.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4725617818.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,BOSCA Solar Charge Controller MPPT 12v 24v 40A. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 3999.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4725617818.html.,BOSCA Solar Charge Controller MPPT 12v 24v 40A.,prod_004388
MPPT 600W Solar Boost Charge Controller for 24V 36V 48V 60V 72V Battery Charger Charge Digital Controller,,solar,charge_controller,2267.6,"₱2,267.60",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5228000546.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,MPPT 600W Solar Boost Charge Controller for 24V 36V 48V 60V 72V Battery Charger Charge Digital Controller. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 2267.6. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5228000546.html.,MPPT 600W Solar Boost Charge Controller for 24V 36V 48V 60V 72V Battery Charger Charge Digital Controller.,prod_004389
【Jahall】 Self Cooling Wifi Bluetooth Mobile App Mppt Solar Charge Controller 30a 40a 50a 60a Support All Charging Regulator,,solar,charge_controller,1107.47,"₱1,107.47",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4483731525.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,【Jahall】 Self Cooling Wifi Bluetooth Mobile App Mppt Solar Charge Controller 30a 40a 50a 60a Support All Charging Regulator. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 1107.47. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4483731525.html.,【Jahall】 Self Cooling Wifi Bluetooth Mobile App Mppt Solar Charge Controller 30a 40a 50a 60a Support All Charging Regulator.,prod_004390
12V/24V/36V/48V Auto 150A MPPT Solar Charge Controller Battery Charging Off-Grid Automatic Identification Controller,,solar,charge_controller,1890.2,"₱1,890.20",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5190723114.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,12V/24V/36V/48V Auto 150A MPPT Solar Charge Controller Battery Charging Off-Grid Automatic Identification Controller. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 1890.2. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5190723114.html.,12V/24V/36V/48V Auto 150A MPPT Solar Charge Controller Battery Charging Off-Grid Automatic Identification Controller.,prod_004391
ROEXBY Solar Charge Controller MPPT 100A 80A 60A 12V 24V 36V 48V Solar Panel Battery Intelligent Regulator LCD Display Dual USB,,solar,panel,3142.8,"₱3,142.80",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5323177449.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,ROEXBY Solar Charge Controller MPPT 100A 80A 60A 12V 24V 36V 48V Solar Panel Battery Intelligent Regulator LCD Display Dual USB. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 3142.8. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5323177449.html.,ROEXBY Solar Charge Controller MPPT 100A 80A 60A 12V 24V 36V 48V Solar Panel Battery Intelligent Regulator LCD Display Dual USB.,prod_004392
"30A 60A Bluetooth Wift Solar Controller 5A Dual USB Output For Mobile Phones,IP s Charging MPPT Solar Panels Charge Controller",,solar,panel,977.58,₱977.58,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4611249375.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,"30A 60A Bluetooth Wift Solar Controller 5A Dual USB Output For Mobile Phones,IP s Charging MPPT Solar Panels Charge Controller. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 977.58. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4611249375.html.","30A 60A Bluetooth Wift Solar Controller 5A Dual USB Output For Mobile Phones,IP s Charging MPPT Solar Panels Charge Controller.",prod_004393
100A MPPT Solar Charge Controller Solar PV Battery Charger LCD Display Auto Solar Charge Controller for Solar Panel[Ueb Flagship Store],,solar,panel,1259.0,"₱1,259.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5375438550.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,100A MPPT Solar Charge Controller Solar PV Battery Charger LCD Display Auto Solar Charge Controller for Solar Panel[Ueb Flagship Store]. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1259.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5375438550.html.,100A MPPT Solar Charge Controller Solar PV Battery Charger LCD Display Auto Solar Charge Controller for Solar Panel[Ueb Flagship Store].,prod_004394
ELITEDEALSHUB Digital Display MPPT Solar Controller 60A 80A 100A Protects Battery Battery Charger Useful 12V/48V Solar Control Panel Home Use,,solar,panel,854.47,₱854.47,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15434704867.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,ELITEDEALSHUB Digital Display MPPT Solar Controller 60A 80A 100A Protects Battery Battery Charger Useful 12V/48V Solar Control Panel Home Use. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 854.47. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15434704867.html.,ELITEDEALSHUB Digital Display MPPT Solar Controller 60A 80A 100A Protects Battery Battery Charger Useful 12V/48V Solar Control Panel Home Use.,prod_004395
Solar controller Authentic SRNE 40A 12V/24V MPPT Solar Charge Controller,,solar,charge_controller,7532.0,"₱7,532.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i3796946423.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,Solar controller Authentic SRNE 40A 12V/24V MPPT Solar Charge Controller. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 7532.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i3796946423.html.,Solar controller Authentic SRNE 40A 12V/24V MPPT Solar Charge Controller.,prod_004396
"PowMr 25A/35A/45A MPPT Solar Charge Controller 12V/24V with Backlight LCD – 100VDC PV Input, LiFePO4 Battery Support",,solar,charge_controller,2488.0,"₱2,488.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5220379122.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,"PowMr 25A/35A/45A MPPT Solar Charge Controller 12V/24V with Backlight LCD – 100VDC PV Input, LiFePO4 Battery Support. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 2488.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5220379122.html.","PowMr 25A/35A/45A MPPT Solar Charge Controller 12V/24V with Backlight LCD – 100VDC PV Input, LiFePO4 Battery Support.",prod_004397
300W/600W MPPT Solar Charger Controller For Ebike Solar Boost Charge Controller 24V/36V/48V/72V,,solar,charge_controller,1449.0,"₱1,449.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4577851738.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,300W/600W MPPT Solar Charger Controller For Ebike Solar Boost Charge Controller 24V/36V/48V/72V. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 1449.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4577851738.html.,300W/600W MPPT Solar Charger Controller For Ebike Solar Boost Charge Controller 24V/36V/48V/72V.,prod_004398
Smart Sensor 80A LCD Display PWM Photovoltaic Solar MPPT Charge Controller Regul or 12V/24V,,solar,charge_controller,5927.4,"₱5,927.40",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15419085022.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,Smart Sensor 80A LCD Display PWM Photovoltaic Solar MPPT Charge Controller Regul or 12V/24V. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 5927.4. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15419085022.html.,Smart Sensor 80A LCD Display PWM Photovoltaic Solar MPPT Charge Controller Regul or 12V/24V.,prod_004399
300W MPPT 24V/36V/48V/60V/72V Solar Boost Charge Controller Electric Car Electric Vehicle Charging Voltage Regulator 97% Efficiency,,solar,charge_controller,2239.3,"₱2,239.30",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4265035833.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,300W MPPT 24V/36V/48V/60V/72V Solar Boost Charge Controller Electric Car Electric Vehicle Charging Voltage Regulator 97% Efficiency. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 2239.3. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4265035833.html.,300W MPPT 24V/36V/48V/60V/72V Solar Boost Charge Controller Electric Car Electric Vehicle Charging Voltage Regulator 97% Efficiency.,prod_004400
Solar Charge Controller MPPT Solar Panel Solar Charge Regulator 12V 24V Battery PV Input 100VOC,,solar,panel,3304.5,"₱3,304.50",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15447522855.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,Solar Charge Controller MPPT Solar Panel Solar Charge Regulator 12V 24V Battery PV Input 100VOC. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 3304.5. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15447522855.html.,Solar Charge Controller MPPT Solar Panel Solar Charge Regulator 12V 24V Battery PV Input 100VOC.,prod_004401
Zamdon MPPT Solar Charge Controller 100A 36V 48V with max 300V PV input,,solar,charge_controller,15000.0,"₱15,000.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5373666365.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,Zamdon MPPT Solar Charge Controller 100A 36V 48V with max 300V PV input. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 15000.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5373666365.html.,Zamdon MPPT Solar Charge Controller 100A 36V 48V with max 300V PV input.,prod_004402
ECGSOLAX 100A MPPT Solar Charge Controller 12V 24V 36V 48V Auto Solar Panel Regulator Controller,,solar,panel,950.0,₱950.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5343436775.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,ECGSOLAX 100A MPPT Solar Charge Controller 12V 24V 36V 48V Auto Solar Panel Regulator Controller. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 950.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5343436775.html.,ECGSOLAX 100A MPPT Solar Charge Controller 12V 24V 36V 48V Auto Solar Panel Regulator Controller.,prod_004403
MPPT Solar Charge Controller 12V 24V 36V 48V LCD Display Solar Panel Battery Intelligent Solar Regulator,,solar,panel,1690.2,"₱1,690.20",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5025034500.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,MPPT Solar Charge Controller 12V 24V 36V 48V LCD Display Solar Panel Battery Intelligent Solar Regulator. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1690.2. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5025034500.html.,MPPT Solar Charge Controller 12V 24V 36V 48V LCD Display Solar Panel Battery Intelligent Solar Regulator.,prod_004404
PowMr MPPT Solar Charge Controller 30A 40A 50A 60A 100A Dual USB LCD Display Auto 12V 24V Solar Cell Panel Charger Regulator with Lo BL series,,solar,panel,1052.0,"₱1,052.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i2346870020.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,PowMr MPPT Solar Charge Controller 30A 40A 50A 60A 100A Dual USB LCD Display Auto 12V 24V Solar Cell Panel Charger Regulator with Lo BL series. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1052.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i2346870020.html.,PowMr MPPT Solar Charge Controller 30A 40A 50A 60A 100A Dual USB LCD Display Auto 12V 24V Solar Cell Panel Charger Regulator with Lo BL series.,prod_004405
【Latest model】BM6072 600W MPPT Boost Solar Charge Controller for 24V 36V 48V 60V 72V Battery System Solar Panel 12-50V Input Voltage,,solar,panel,2616.6,"₱2,616.60",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15447106423.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,【Latest model】BM6072 600W MPPT Boost Solar Charge Controller for 24V 36V 48V 60V 72V Battery System Solar Panel 12-50V Input Voltage. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 2616.6. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15447106423.html.,【Latest model】BM6072 600W MPPT Boost Solar Charge Controller for 24V 36V 48V 60V 72V Battery System Solar Panel 12-50V Input Voltage.,prod_004406
12V/24V/36V/48V Auto 150A MPPT Solar Charge Controller Battery Charging Off-Grid Automatic Identification Controller,,solar,charge_controller,1934.2,"₱1,934.20",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5219926436.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,12V/24V/36V/48V Auto 150A MPPT Solar Charge Controller Battery Charging Off-Grid Automatic Identification Controller. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 1934.2. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5219926436.html.,12V/24V/36V/48V Auto 150A MPPT Solar Charge Controller Battery Charging Off-Grid Automatic Identification Controller.,prod_004407
Solar Panel Kit 100W 12V with MPPT Charge Controller Aluminum for Outdoor RV Camping Boat Trailer Systems,,solar,panel,899.3,₱899.30,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5287524257.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,Solar Panel Kit 100W 12V with MPPT Charge Controller Aluminum for Outdoor RV Camping Boat Trailer Systems. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 899.3. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5287524257.html.,Solar Panel Kit 100W 12V with MPPT Charge Controller Aluminum for Outdoor RV Camping Boat Trailer Systems.,prod_004408
PowMr 1.5KW 24V Hybrid Solar Inverter 230Vac PV Start Voltage 30Voc Built In 80A MPPT Solar Charge Controller 50/60Hz Auto Pure Sine Wave Inverter,,solar,inverter,7000.0,"₱7,000.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4433391033.html,,,lazada_products_MPPT_charge_controller.csv,solar,inverter,PowMr 1.5KW 24V Hybrid Solar Inverter 230Vac PV Start Voltage 30Voc Built In 80A MPPT Solar Charge Controller 50/60Hz Auto Pure Sine Wave Inverter. Category: solar/inverter. Renewable: solar. Type: inverter. Price: PHP 7000.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4433391033.html.,PowMr 1.,prod_004409
MPPT 100A 80A 60A Solar Charge Controller 12V 24V 36V 48V Solar Panel Le Acid/Lithium Battery Regulator Dual USB,,solar,panel,193.0,₱193.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15475854657.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,MPPT 100A 80A 60A Solar Charge Controller 12V 24V 36V 48V Solar Panel Le Acid/Lithium Battery Regulator Dual USB. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 193.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15475854657.html.,MPPT 100A 80A 60A Solar Charge Controller 12V 24V 36V 48V Solar Panel Le Acid/Lithium Battery Regulator Dual USB.,prod_004410
MPPT Solar Charge Controller 30A 50A 80A 100A 12V 24V Auto LCD Display Dual USB Solar Charge and Discharge Controller,,solar,charge_controller,483.01,₱483.01,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15491035101.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,MPPT Solar Charge Controller 30A 50A 80A 100A 12V 24V Auto LCD Display Dual USB Solar Charge and Discharge Controller. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 483.01. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15491035101.html.,MPPT Solar Charge Controller 30A 50A 80A 100A 12V 24V Auto LCD Display Dual USB Solar Charge and Discharge Controller.,prod_004411
High-power MPPT Solar Controller Compatible Multiple Voltages and Battery Types,,solar,charge_controller,4751.0,"₱4,751.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15462649689.html,,,lazada_products_MPPT_charge_controller.csv,solar,battery,High-power MPPT Solar Controller Compatible Multiple Voltages and Battery Types. Category: solar/charge_controller. Renewable: solar. Type: battery. Price: PHP 4751.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15462649689.html.,High-power MPPT Solar Controller Compatible Multiple Voltages and Battery Types.,prod_004412
BAOZHASHAN | MPPT Solar Panel Controller,,solar,panel,942.0,₱942.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15418949339.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,BAOZHASHAN | MPPT Solar Panel Controller. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 942.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15418949339.html.,BAOZHASHAN | MPPT Solar Panel Controller.,prod_004413
100A MPPT Solar Charge Controller Solar PV Battery Charger 12V 24V 36V 48V Solar Panel Regulator for Solar Panel[Vodool Official Center],,solar,panel,1328.0,"₱1,328.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i15423309037.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,100A MPPT Solar Charge Controller Solar PV Battery Charger 12V 24V 36V 48V Solar Panel Regulator for Solar Panel[Vodool Official Center]. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 1328.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i15423309037.html.,100A MPPT Solar Charge Controller Solar PV Battery Charger 12V 24V 36V 48V Solar Panel Regulator for Solar Panel[Vodool Official Center].,prod_004414
BOSCA Solar Charge Controller MPPT 12v 24v 40A,,solar,charge_controller,4000.0,"₱4,000.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i4663673637.html,,,lazada_products_MPPT_charge_controller.csv,solar,controller,BOSCA Solar Charge Controller MPPT 12v 24v 40A. Category: solar/charge_controller. Renewable: solar. Type: controller. Price: PHP 4000.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i4663673637.html.,BOSCA Solar Charge Controller MPPT 12v 24v 40A.,prod_004415
"Solar Panel Battery Regulator Charge Controller 20A 12V/24V Auto Switch MPPT A391 ""ON SALE!!!"" Limited Time Only..",,solar,panel,450.0,₱450.00,PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i5983833.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,"Solar Panel Battery Regulator Charge Controller 20A 12V/24V Auto Switch MPPT A391 ""ON SALE!!!"" Limited Time Only... Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 450.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i5983833.html.","Solar Panel Battery Regulator Charge Controller 20A 12V/24V Auto Switch MPPT A391 ""ON SALE!!!"" Limited Time Only.",prod_004416
PowMr 30A Fast Charger MPPT Solar Charger Controller Support 12V 24V Battery Solar Panel Regulator 75V PV INPUT LCD Display Battery Charger,,solar,panel,2154.0,"₱2,154.00",PHP,lazada,,,https://www.lazada.com.ph/products/pdp-i3308457245.html,,,lazada_products_MPPT_charge_controller.csv,solar,panel,PowMr 30A Fast Charger MPPT Solar Charger Controller Support 12V 24V Battery Solar Panel Regulator 75V PV INPUT LCD Display Battery Charger. Category: solar/panel. Renewable: solar. Type: panel. Price: PHP 2154.0. Source: lazada. Ratings:  ( reviews). URL: https://www.lazada.com.ph/products/pdp-i3308457245.html.,PowMr 30A Fast Charger MPPT Solar Charger Controller Support 12V 24V Battery Solar Panel Regulator 75V PV INPUT LCD Display Battery Charger.,prod_004417
